"ID","Feature","Value","Source","Comment","Glottocode","PoS","Function","Level"
"GB115","Is there a phonologically bound reciprocal marker on the verb?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","valency","word"
"GB116","Do verbs classify the shape, size or consistency of absolutive arguments by means of incorporated nouns, verbal affixes or suppletive verb stems?","0","Hahn (1998:379-396)","","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","argument marking (core)","word"
"GB117","Is there a copula for predicate nominals?","1","Hahn (1998:394)","bol-","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","non-verbal predication","clause"
"GB118","Are there serial verb constructions?","0","Hahn (1998:379-396)","","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","verb complex","clause"
"GB119","Can mood be marked by an inflecting word (""auxiliary verb"")?","1","Hahn (1998:393)","","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","TAME","clause"
"GB120","Can aspect be marked by an inflecting word (""auxiliary verb"")?","1","Hahn (1998:390, 392)","","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","TAME","clause"
"GB121","Can tense be marked by an inflecting word (""auxiliary verb"")?","1","Hahn (1998:392)","","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","TAME","clause"
"GB122","Is verb compounding a regular process?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","verb complex","word"
"GB123","Are there verb-adjunct (aka light-verb) constructions?","?","Hahn (1998:379-396)","There are auxiliary verb constructions, but no combinations with nouns are mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","verb complex","clause"
"GB124","Is incorporation of nouns into verbs a productive intransitivizing process?","0","Hahn (1998:379-396)","","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","valency","word"
"GB126","Is there an existential verb?","1","Hahn (1998:388)","bar","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","non-verbal predication","clause"
"GB127","Are different posture verbs used obligatorily depending on an inanimate locatum's shape or position (e.g. 'to lie' vs. 'to stand')?","0","Hahn (1998:379-396)","","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","non-verbal predication","clause"
"GB129","Is there a notably small number, i.e. about 100 or less, of verb roots in the language?","0","Hahn (1998:379-396)","","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","other","word"
"GB131","Is a pragmatically unmarked constituent order verb-initial for transitive clauses?","0","Hahn (1998:394)","","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","word order","clause"
"GB132","Is a pragmatically unmarked constituent order verb-medial for transitive clauses?","0","Hahn (1998:394)","","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","word order","clause"
"GB133","Is a pragmatically unmarked constituent order verb-final for transitive clauses?","1","Hahn (1998:394)","","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","word order","clause"
"GB134","Is the order of constituents the same in main and subordinate clauses?","1","Hahn (1998:394)","","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","word order","clause"
"GB135","Do clausal objects usually occur in the same position as nominal objects?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","word order","clause"
"GB136","Is the order of core argument (i.e. S/A/P) constituents fixed?","1","Hahn (1998:394)","","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","word order","clause"
"GB137","Can standard negation be marked clause-finally?","1","Hahn (1998:392)","Marked on the verb, which appears to be clause-finally.","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","negation","clause"
"GB138","Can standard negation be marked clause-initially?","0","Hahn (1998:392)","","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","negation","clause"
"GB139","Is there a difference between imperative (prohibitive) and declarative negation constructions?","0","Hahn (1998:393)","","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","negation","clause"
"GB140","Is verbal predication marked by the same negator as all of the following types of predication: locational, existential and nominal?","?","Hahn (1998:392)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","non-verbal predication","clause"
"GB146","Is there a morpho-syntactic distinction between predicates expressing controlled versus uncontrolled events or states?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","noun","argument marking (core)","multiple"
"GB147","Is there a morphological passive marked on the lexical verb?","?","Hahn (1998:379-396)","No section on derivation available.","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","valency","word"
"GB148","Is there a morphological antipassive marked on the lexical verb?","0","Hahn (1998:379-396)","","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","valency","word"
"GB149","Is there a morphologically marked inverse on verbs?","0","Hahn (1998:379-396)","","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","argument marking (core)","word"
"GB150","Is there clause chaining?","?","Hahn (1998:379-396)","Most probably yes, but there are no examples available.","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","verb complex","clause"
"GB151","Is there an overt verb marker dedicated to signalling coreference or noncoreference between the subject of one clause and an argument of an adjacent clause (""switch reference"")?","0","Hahn (1998:379-396)","","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","argument marking (core)","clause"
"GB152","Is there a morphologically marked distinction between simultaneous and sequential clauses?","?","Hahn (1998:379-396)","Most probably yes, but there are no examples available.","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","TAME","clause"
"GB155","Are causatives formed by affixes or clitics on verbs?","?","Hahn (1998:379-396)","No section on derivation available.","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","valency","word"
"GB156","Is there a causative construction involving an element that is unmistakably grammaticalized from a verb for 'to say'?","0","Hahn (1998:379-396)","","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","valency","word"
"GB158","Are verbs reduplicated?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","TAME+","word"
"GB159","Are nouns reduplicated?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","noun","number","word"
"GB160","Are elements apart from verbs or nouns reduplicated?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","adjective","other","word"
"GB165","Is there productive morphological trial marking on nouns?","0","Hahn (1998:388)","","Uyghur [uig] [uigh1240]-Table 1.tsv","noun","number","word"
"GB166","Is there productive morphological paucal marking on nouns?","0","Hahn (1998:388)","","Uyghur [uig] [uigh1240]-Table 1.tsv","noun","number","word"
"GB167","Is there a logophoric pronoun?","0","Hahn (1998:390-391)","","Uyghur [uig] [uigh1240]-Table 1.tsv","pronoun","deixis","clause"
"GB170","Can an adnominal property word agree with the noun in gender/noun class?","0","Hahn (1998:388)","","Uyghur [uig] [uigh1240]-Table 1.tsv","adjective","class agreement","NP"
"GB171","Can an adnominal demonstrative agree with the noun in gender/noun class?","0","Hahn (1998:388)","","Uyghur [uig] [uigh1240]-Table 1.tsv","demonstrative","class agreement","NP"
"GB172","Can an article agree with the noun in gender/noun class?","0","Hahn (1998:388)","","Uyghur [uig] [uigh1240]-Table 1.tsv","multiple","class agreement","NP"
"GB177","Can the verb carry a marker of animacy of argument, unrelated to any gender/noun class of the argument visible in the NP domain?","0","Hahn (1998:379-396)","","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","argument marking (core)","word"
"GB184","Can an adnominal property word agree with the noun in number?","0","Hahn (1998:393)","","Uyghur [uig] [uigh1240]-Table 1.tsv","adjective","number","NP"
"GB185","Can an adnominal demonstrative agree with the noun in number?","1","Hahn (1998:391)","","Uyghur [uig] [uigh1240]-Table 1.tsv","demonstrative","number","NP"
"GB186","Can an article agree with the noun in number?","0","Hahn (1998:388)","","Uyghur [uig] [uigh1240]-Table 1.tsv","article","number","NP"
"GB187","Is there any productive diminutive marking on the noun (exclude marking by system of nominal classification only)?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","noun","denominal derivation","word"
"GB188","Is there any productive augmentative marking on the noun (exclude marking by system of nominal classification only)?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","noun","denominal derivation","word"
"GB192","Is there a gender system where a noun's phonological properties are a factor in class assignment?","0","Hahn (1998:388)","","Uyghur [uig] [uigh1240]-Table 1.tsv","multiple","class agreement","clause"
"GB196","Is there a male/female distinction in 2nd person independent pronouns?","0","Hahn (1998:390-391)","","Uyghur [uig] [uigh1240]-Table 1.tsv","pronoun","deixis","word"
"GB197","Is there a male/female distinction in 1st person independent pronouns?","0","Hahn (1998:390-391)","","Uyghur [uig] [uigh1240]-Table 1.tsv","pronoun","deixis","word"
"GB198","Can an adnominal numeral agree with the noun in gender/noun class?","0","Hahn (1998:388)","","Uyghur [uig] [uigh1240]-Table 1.tsv","numeral","class agreement","NP"
"GB204","Do collective ('all') and distributive ('every') universal quantifiers differ in their forms or their syntactic positions?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","other","quantification","multiple"
"GB250","Can predicative possession be expressed with a transitive 'habeo' verb?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","non-verbal predication","clause"
"GB252","Can predicative possession be expressed with an S-like possessum and a locative-coded possessor?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","multiple","non-verbal predication","clause"
"GB253","Can predicative possession be expressed with an S-like possessum and a dative-coded possessor?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","multiple","non-verbal predication","clause"
"GB254","Can predicative possession be expressed with an S-like possessum and a possessor that is coded like an adnominal possessor?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","multiple","non-verbal predication","clause"
"GB256","Can predicative possession be expressed with an S-like possessor and a possessum that is coded like a comitative argument?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","multiple","non-verbal predication","clause"
"GB257","Can polar interrogation be marked by intonation only?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","interrogation","clause"
"GB260","Can polar interrogation be indicated by a special word order?","0","Hahn (1998:379-396)","","Uyghur [uig] [uigh1240]-Table 1.tsv","multiple","interrogation","clause"
"GB262","Is there a clause-initial polar interrogative particle?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","particle","interrogation","clause"
"GB263","Is there a clause-final polar interrogative particle?","0","Hahn (1998:379-396)","","Uyghur [uig] [uigh1240]-Table 1.tsv","particle","interrogation","clause"
"GB264","Is there a polar interrogative particle that most commonly occurs neither clause-initially nor clause-finally?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","particle","word order","clause"
"GB265","Is there a comparative construction that includes a form that elsewhere means 'surpass, exceed'?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","non-verbal predication","clause"
"GB266","Is there a comparative construction that employs a marker of the standard which elsewhere has a locational meaning?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","multiple","non-verbal predication","clause"
"GB270","Can comparatives be expressed using two conjoined clauses?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","multiple","non-verbal predication","clause"
"GB273","Is there a comparative construction with a standard marker that elsewhere has neither a locational meaning nor a 'surpass/exceed' meaning?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","particle","non-verbal predication","clause"
"GB275","Is there a bound comparative degree marker on the property word in a comparative construction?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","adjective","non-verbal predication","word"
"GB276","Is there a non-bound comparative degree marker modifying the property word in a comparative construction?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","particle","non-verbal predication","clause"
"GB285","Can polar interrogation be marked by a question particle and verbal morphology?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","multiple","interrogation","clause"
"GB286","Can polar interrogation be indicated by overt verbal morphology only?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","interrogation","clause"
"GB291","Can polar interrogation be marked by tone?","0","Hahn (1998:379-396)","","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","interrogation","clause"
"GB296","Is there a phonologically or morphosyntactically definable class of ideophones that includes ideophones depicting imagery beyond sound?","0","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","other","other","word"
"GB297","Can polar interrogation be indicated by a V-not-V construction?","0","Hahn (1998:379-396)","","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","interrogation","clause"
"GB298","Can standard negation be marked by an inflecting word (""auxiliary verb"")?","0","Hahn (1998:392)","","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","negation","clause"
"GB299","Can standard negation be marked by a non-inflecting word (""auxiliary particle"")?","0","Hahn (1998:392)","","Uyghur [uig] [uigh1240]-Table 1.tsv","particle","negation","clause"
"GB300","Does the verb for 'give' have suppletive verb forms?","0","Hahn (1998:379-396)","No irregularities mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","TAME+","word"
"GB301","Is there an inclusory construction?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","multiple","deixis","clause"
"GB302","Is there a phonologically free passive marker ('particle' or 'auxiliary')?","0","Hahn (1998:379-396)","","Uyghur [uig] [uigh1240]-Table 1.tsv","particle","valency","clause"
"GB303","Is there a phonologically free antipassive marker ('particle' or 'auxiliary')?","0","Hahn (1998:379-396)","","Uyghur [uig] [uigh1240]-Table 1.tsv","particle","valency","clause"
"GB304","Can the agent be expressed overtly in a passive clause?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","multiple","valency","clause"
"GB305","Is there a phonologically independent reflexive pronoun?","?","Hahn (1998:390-391)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","pronoun","valency","word"
"GB306","Is there a phonologically independent non-bipartite reciprocal pronoun?","?","Hahn (1998:390-391)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","pronoun","valency","word"
"GB309","Are there multiple past or multiple future tenses, distinguishing distance from Time of Reference?","1","Hahn (1998:392)","","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","TAME","clause"
"GB312","Is there overt morphological marking on the verb dedicated to mood?","1","Hahn (1998:393)","","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","TAME","word"
"GB313","Are there special adnominal possessive pronouns that are not formed by an otherwise regular process?","0","Hahn (1998:390-391)","","Uyghur [uig] [uigh1240]-Table 1.tsv","pronoun","possession","word"
"GB314","Can augmentative meaning be expressed productively by a shift of gender/noun class?","0","Hahn (1998:388)","","Uyghur [uig] [uigh1240]-Table 1.tsv","multiple","class agreement","word"
"GB315","Can diminutive meaning be expressed productively by a shift of gender/noun class?","0","Hahn (1998:388)","","Uyghur [uig] [uigh1240]-Table 1.tsv","multiple","class agreement","word"
"GB316","Is singular number regularly marked in the noun phrase by a dedicated phonologically free element?","0","Hahn (1998:388)","","Uyghur [uig] [uigh1240]-Table 1.tsv","particle","number","NP"
"GB317","Is dual number regularly marked in the noun phrase by a dedicated phonologically free element?","0","Hahn (1998:388)","","Uyghur [uig] [uigh1240]-Table 1.tsv","particle","number","NP"
"GB318","Is plural number regularly marked in the noun phrase by a dedicated phonologically free element?","0","Hahn (1998:388)","","Uyghur [uig] [uigh1240]-Table 1.tsv","particle","number","NP"
"GB319","Is trial number regularly marked in the noun phrase by a dedicated phonologically free element?","0","Hahn (1998:388)","","Uyghur [uig] [uigh1240]-Table 1.tsv","particle","number","NP"
"GB320","Is paucal number regularly marked in the noun phrase by a dedicated phonologically free element?","0","Hahn (1998:388)","","Uyghur [uig] [uigh1240]-Table 1.tsv","particle","number","NP"
"GB321","Is there a large class of nouns whose gender/noun class is not phonologically or semantically predictable?","0","Hahn (1998:388)","","Uyghur [uig] [uigh1240]-Table 1.tsv","multiple","class agreement","word"
"GB322","Is there grammatical marking of direct evidence (perceived with the senses)?","0","Yakup (in press)","","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","TAME","clause"
"GB323","Is there grammatical marking of indirect evidence (hearsay, inference, etc.)?","1","Yakup (in press)","","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","TAME","clause"
"GB324","Is there an interrogative verb for content interrogatives (who?, what?, etc.)?","1","Hahn (1998:394)","","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","interrogation","clause"
"GB325","Is there a count/mass distinction in interrogative quantifiers?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","particle","quantification","word"
"GB326","Do (nominal) content interrogatives normally or frequently occur in situ?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","word order","clause"
"GB327","Can the relative clause follow the noun?","0","Hahn (1998:394)","","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","word order","clause"
"GB328","Can the relative clause precede the noun?","1","Hahn (1998:394)","","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","word order","clause"
"GB329","Are there internally-headed relative clauses?","0","Hahn (1998:394)","","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","word order","clause"
"GB330","Are there correlative relative clauses?","0","Hahn (1998:394)","","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","word order","clause"
"GB331","Are there adjoined relative clauses?","0","Hahn (1998:394)","","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","word order","clause"
"GB333","Is there a decimal numeral system?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","other","quantification","word"
"GB334","Is there synchronic evidence for any element of a quinary numeral system?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","other","quantification","word"
"GB335","Is there synchronic evidence for any element of a vigesimal numeral system?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","other","quantification","word"
"GB336","Is there a body-part tallying system?","0","Hahn (1998:379-396)","","Uyghur [uig] [uigh1240]-Table 1.tsv","noun","quantification","word"
"GB400","Are all person categories neutralized in some voice, tense, aspect, mood and/or negation?","0","Hahn (1998:379-396)","","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","TAME","clause"
"GB401","Is there a class of patient-labile verbs?","?","Hahn (1998:379-396)","","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","valency","clause"
"GB402","Does the verb for 'see' have suppletive verb forms?","0","Hahn (1998:379-396)","No irregularities mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","TAME+","word"
"GB403","Does the verb for 'come' have suppletive verb forms?","0","Hahn (1998:379-396)","No irregularities mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","TAME+","word"
"GB408","Is there any accusative alignment of flagging?","1","Hahn (1998:389)","","Uyghur [uig] [uigh1240]-Table 1.tsv","multiple","argument marking (core)","clause"
"GB409","Is there any ergative alignment of flagging?","0","Hahn (1998:389)","","Uyghur [uig] [uigh1240]-Table 1.tsv","multiple","argument marking (core)","clause"
"GB410","Is there any neutral alignment of flagging?","1","Hahn (1998:389)","Indefinite P is unmarked.","Uyghur [uig] [uigh1240]-Table 1.tsv","multiple","argument marking (core)","clause"
"GB415","Is there a politeness distinction in 2nd person forms?","1","Hahn (1998:390-391)","","Uyghur [uig] [uigh1240]-Table 1.tsv","pronoun","deixis","word"
"GB421","Is there a preposed complementizer in complements of verbs of thinking and/or knowing?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","word order","clause"
"GB422","Is there a postposed complementizer in complements of verbs of thinking and/or knowing?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","word order","clause"
"GB430","Can adnominal possession be marked by a prefix on the possessor?","0","Hahn (1998:379-396)","","Uyghur [uig] [uigh1240]-Table 1.tsv","multiple","possession","word"
"GB431","Can adnominal possession be marked by a prefix on the possessed noun?","0","Hahn (1998:379-396)","","Uyghur [uig] [uigh1240]-Table 1.tsv","multiple","possession","word"
"GB432","Can adnominal possession be marked by a suffix on the possessor?","1","Hahn (1998:389)","","Uyghur [uig] [uigh1240]-Table 1.tsv","multiple","possession","word"
"GB433","Can adnominal possession be marked by a suffix on the possessed noun?","1","Hahn (1998:388-389)","","Uyghur [uig] [uigh1240]-Table 1.tsv","multiple","possession","word"
"GB519","Can mood be marked by a non-inflecting word (""auxiliary particle"")?","0","Hahn (1998:393)","","Uyghur [uig] [uigh1240]-Table 1.tsv","particle","TAME","clause"
"GB520","Can aspect be marked by a non-inflecting word (""auxiliary particle"")?","0","Hahn (1998:379-396)","","Uyghur [uig] [uigh1240]-Table 1.tsv","particle","TAME","clause"
"GB521","Can tense be marked by a non-inflecting word (""auxiliary particle"")?","0","Hahn (1998:379-396)","","Uyghur [uig] [uigh1240]-Table 1.tsv","particle","TAME","clause"
"GB522","Can the S or A argument be omitted from a pragmatically unmarked clause when the referent is inferrable from context (""pro-drop"" or ""null anaphora"")?","1","Hahn (1998:392)","","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","argument marking (core)","clause"
"TE003","Is there palatal vowel harmony?","1","Hahn (1998:383)","","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","phonological distinctiveness","phonological shape"
"TE004","Is there tongue root vowel harmony?","0","Hahn (1998:383)","","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","phonological distinctiveness","phonological shape"
"TE005","Is there an initial velar nasal?","0","Hahn (1998:381-382)","","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","phonological distinctiveness","phonological shape"
"TE006","Is there an initial r-?","1","Hahn (1998:381-382)","","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","phonological distinctiveness","phonological shape"
"TE007","Are there initial consonant clusters in native words?","0","Hahn (1998:381-382)","","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","phonological distinctiveness","phonological shape"
"TE008","Is there a voicing distinction in stops?","1","Hahn (1998:381-382)","","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","phonological distinctiveness","phonological shape"
"TE018","Is there a mi-ti opposition in 1 vs. 2 SG personal pronouns?","1","Hahn (1998:390-391)","","Uyghur [uig] [uigh1240]-Table 1.tsv","pronoun","phonological distinctiveness","phonological shape"
"TE019","Is the secondary oblique stem of personal pronouns formed with a dental nasal?","1","Hahn (1998:390-391)","","Uyghur [uig] [uigh1240]-Table 1.tsv","pronoun","phonological distinctiveness","phonological shape"
"TE027","Can 1PL marker be augmented by a collective plural marker?","?","Hahn (1998:390-391)","2PL yes, 1PL not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","pronoun","deixis","word"
"TE031","Is there a non-initial velar nasal?","1","Hahn (1998:381-382)","","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","phonological distinctiveness","phonological shape"
"TE037","Is there a voicing distinction in fricatives?","1","Hahn (1998:381-382)","But very restricted","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","phonological distinctiveness","phonological shape"
"TE038","Are there two separate liquid phonemes (r/l)?","1","Hahn (1998:381-382)","","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","phonological distinctiveness","phonological shape"
"TE039","Is there vowel length distinction?","1","Hahn (1998:381-382)","","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","phonological distinctiveness","phonological shape"
"TE050","Do cardinal numerals require agreement on noun phrases?","0","Hahn (1998:388)","","Uyghur [uig] [uigh1240]-Table 1.tsv","noun","number","NP"
"TE052","Are accusative-marked objects specific while unmarked objects are non-specific?","1","Hahn (1998:389)","","Uyghur [uig] [uigh1240]-Table 1.tsv","multiple","argument marking (core)","word"
"TE053","Are recipient and location expressed by the same marker?","0","Krueger (1997:113)","","Uyghur [uig] [uigh1240]-Table 1.tsv","multiple","argument marking (non-core)","word"
"TE054","Is there a distinction between marking of interrogation in polar and content questions?","?","Hahn (1998:379-396)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","multiple","interrogation","clause"
"TE059","Are causative and passive expressed by a formally identical marker?","?","Hahn (1998:379-396)","No section on derivation available.","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","valency","word"
"TE066","Is imperative form for 2SG identical to bare verb root?","1","Hahn (1998:393)","","Uyghur [uig] [uigh1240]-Table 1.tsv","verb","TAME","word"
"TE078","Are there three laryngeal contrasts for stops?","0","Hahn (1998:381-382)","","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","phonological distinctiveness","phonological shape"
"TS001","Can numeral precede the noun?","1","Hahn (1998:388)","","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","word order","NP"
"TS002","Can numeral follow the noun?","0","Hahn (1998:388)","","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","word order","NP"
"TS003","Can demonstrative precede the noun?","1","Hahn (1998:393)","","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","word order","NP"
"TS004","Can demonstrative follow the noun?","0","Hahn (1998:393)","","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","word order","NP"
"TS005","Can adnominal possessor precede the possessed noun?","1","Hahn (1998:391)","","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","word order","NP"
"TS006","Can adnominal possessor follow the possessed noun?","1","Hahn (1998:388)","","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","word order","NP"
"TS007","Can adnominal property word precede the noun?","1","Hahn (1998:393)","","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","word order","NP"
"TS008","Can adnominal property word follow the noun?","0","Hahn (1998:393)","","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","word order","NP"
"TS009","Can adnominal collective universal quantifier (‘all’) precede the noun?","?","Hahn (1998:393)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","word order","NP"
"TS010","Can adnominal collective universal quantifier (‘all’) follow the noun?","?","Hahn (1998:393)","Not mentioned.","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","word order","NP"
"TS079","Is there height vowel harmony?","0","Hahn (1998:383)","","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","phonological distinctiveness","phonological shape"
"TS080","Is there labial vowel harmony?","1","Hahn (1998:384-385)","At least for some suffixes.","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","phonological distinctiveness","phonological shape"
"TS086","Is the pragmatically unmarked order of SV in intransitive clauses?","1","Hahn (1998:394)","","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","word order","clause"
"TS087","Is the pragmatically unmarked order of VS in intransitive clauses?","0","Hahn (1998:394)","","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","word order","clause"
"TS088","Is there an aspiration distinction in stops?","0","Hahn (1998:381-382)","","Uyghur [uig] [uigh1240]-Table 1.tsv","not assignable","phonological distinctiveness","phonological shape"
"GB020","Are there definite or specific articles?","0","Boeschoten (1998:371)","","Uzbek [uzn] [nort2690]-Table 1.tsv","article","deixis","NP"
"GB021","Do indefinite nominals commonly have indefinite articles?","0","Boeschoten (1998:371)","Not obligatory, but common.","Uzbek [uzn] [nort2690]-Table 1.tsv","article","deixis","NP"
